links,reviews
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Smells amazing and moisturizers
8 months ago
Biolage
Ann Arbor
I've been a family of biolage since I was little and as I've gotten older, my love for the brand has just grown. Not only does it moisturize it also smells amazing.
1 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I would buy this product again
8 months ago
Tammy
Dayton, Ohio
Verified Buyer
This was recommended by my hair stylist for my older dry hair and it has made all the difference in the world to my hair.
Yes, I would recommend to a friend
1 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Soft and Shiny!
9 months ago
Meliah
Billings, MT
Verified Buyer
I will definitely be purchasing this again! My hair used to be so dry but now it is softer and shinier than before! I will definitely NOT be going back to using drug store shampoos and conditioners!
Yes, I would recommend to a friend
2 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"SMELLS GOOD, AND MY HAIR FEELS HEALTHIER
10 months ago
BRITTANY
PASADENA, MD
Verified Buyer
I HAVE NOTICED A DIFFERENCE IN MY HAIR IN JUST ONE USE. WOULD RECOMMEND AND I WILL PURCHASE AGAIN
Yes, I would recommend to a friend
4 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Yes
10 months ago
Linda
Gadsden Alabama
Verified Buyer
Hydrates well
Yes, I would recommend to a friend
2 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I'm switching to this product
10 months ago
Sharon
Alabama
Verified Buyer
Since using this product I can tell a difference in my hair. Feels smoother and softer.
Yes, I would recommend to a friend
5 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Worst Condition ever
10 months ago
Deb
Grand Rapids MI
Verified Buyer
This conditioner promises Hydration, I was excited to try this as my hair is a little dry. Reading other reviews- after I purchased, as other reviewers have stated, this leaves my hair in knots. My hair is not ""hydrated"" at all after using. Will be returning.
No, I would not recommend to a friend
5 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"No moisture, hair loss
11 months ago
Prissy
Texas
This shampoo and conditioner did not help my hair with any moisture at all. My hair got so knotted after washing it. Caused hair loss because it caused my hair to get so dry. Only good thing is it kept my color for longer.
7 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"my hair feels horrible after use
1 year ago
lora
jacksonville, fl
this does nothing to help with tangles or moisture. my hair takes forever to detangle after using the pair. if you want a nice shampoo & conditioner , get pureology hydrate...
4 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Amazing
1 year ago
Jolene
Greenville SC
Ive used Biolage forever, but i switched to this HydraBoost and my hair is loving it! No frizz, no breakage, just soft beautiful hair!!!
1 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Inaccurate ingredients listed on the site.
1 year ago
Leanne
Manchester, NH
The ingredients on the site DO NOT MATCH what is listed on the bottle. I was looking for a Sulfate-free conditioner and I get this home and low and behold...third ingredient on the bottle is sodium laureth sulfate...
15 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Smells fresh, hair feel so much better
1 year ago
bac
San Jose
I'd always wanted a hydrating shampoo and conditioner. Firstly I love the smell of both of them. secondly it's light weight, can achieve more with less product. my hair fall is same as before but my curls are much more manageable and stay non-frizzy days after wash which I'm glad to achieve.
4 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I will be using this from now on
1 year ago
Stephanie
El Paso,tx
Verified Buyer
Love the way it leaves my hair smooth
Yes, I would recommend to a friend
2 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Extreme hair fall out
1 year ago
Vianka
Massachusetts
I was using this brand and was experiencing tremendous hair fall out . But i continued because i could not distinguish what was normal fall out . I couldnt finish the bottle. Hair will grow back . I switched to keratin complex color care . Hopefully i will see a difference.
Keratin complex
Biolage
No, I would not recommend to a friend
2 9"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Amazing!
1 year ago
Melanie
Miami, FL
I have thick oily hair but my ends have always been difficult and dry. This conditioner is THICK and I leave it on for 10 minutes and my ends are so easy to run my fingers through now. I am in love!
Yes, I would recommend to a friend
5 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"SO MUCH HAIR LOSS!!!!
1 year ago
moni
Los Angeles, CA
I lost so much hair using this shampoo and conditioner combo. The first few days, my hair felt super silky and healthy. But then my hair started falling out MUCH MORE than normal. Panicking, I stopped using after 3/4 days, and the intense hair loss stopped. Never using this shampoo/conditioner combo ever again.
9 7"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"The ""best"" shampoo and conditioner I've ever used.
1 year ago
Nancy
Stafford, Texas
Verified Buyer
This shampoo/conditioner is the best ever. I have always used the best hair products, and this brand far exceeds the even the superior lines.
Yes, I would recommend to a friend
1 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I would buy this product again and I'm going to
1 year ago
Tabby
Dayton oh
Verified Buyer
I absolutely love this product
Yes, I would recommend to a friend
1 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Love this Set
1 year ago
Joyce
Texas
Verified Buyer
I just love this combo. the shampoo with conditioner and the spray that is heat protector but also a leave in conditioner. Smell is great and helps with frizz and health of hair over all
Yes, I would recommend to a friend
1 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Nope!
1 year ago
Tara
NorCal
I feel pretty stupid buying this collection...even when I purchased on sale. shampoo, conditioner and cream, ($75' total) I'm losing so much hair now, I don't know what to do. I find my hair shedding everywhere and the smell isn't pleasant. If I didn't live 2 hours away from ulta, it would go back in a hot minute.
No, I would not recommend to a friend
5 6"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Smells/feels like lotion?!
1 year ago
Momomiller
Minot, ND
Ive used this conditioner for yearssss! And ive always loved it! Saw i was running low on my one bottle so i ordered another one… The new one does not smell like the original conditioner… it smells like straight up lotion. The texture is like lotion too. It didnt break up/disolve when it was in the water either so its making me think this bottle is lotion!! I dont know if they redid their ingredients or if someone returned this bottle full of lotion?!
6 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Yuck
1 year ago
Oregon
Verified Buyer
Made my hair so greasy, would not recommend.
No, I would not recommend to a friend
0 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Dry hair
1 year ago
Daisy M
Denver, CO
Ive been using this shampoo/conditioner for about 6 months. I bought the big bottles sp they've lasted a long time. Ive noticed that my hair has been extremely dry since using this, my hairstylist even confirmed that she used to use it and it dried our her hair.
5 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Would buy again
1 year ago
Barbara
Nampa, ID
Verified Buyer
I love this product. I have dry hair and this product really hydrates it.
Yes, I would recommend to a friend
1 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Saved my hair! My new holy grail
1 year ago
FloridaBritt
Florida
I've spent (wasted) so much money on different products trying to save my dried out bleached hair, and no matter what it would still break, frizz, and look so dried out. After using Biolage ultra hydrasource shampoo and Conditioner for a few weeks, my hair doesn't break anymore, doesn't frizz, and is so soft and silky.
7 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I will buy again.
1 year ago
Rebecca
Indiana
Verified Buyer
This is my favorite conditioner. When I try others, I always end up going back to this.
Yes, I would recommend to a friend
3 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I love Biolage products!!!!
1 year ago
K----
Ar
Verified Buyer
I love Biolage products and have been using them for years. I am a huge fan of the scent, the product does not weigh my hair down, and my hair stays healthy using these products.
Yes, I would recommend to a friend
5 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"My hair is so soft
2 years ago
Em
Nashville, TN
I have tried many different conditioners. I love how my hair feels and a big plus that its cruelty free!
5 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Return Shopper
2 years ago
Kathy
Wisconsin
Verified Buyer
Great conditioner
Yes, I would recommend to a friend
1 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I will buy this product again
2 years ago
Paige
Guyton GA
Verified Buyer
Biolage has always been a great product for my hair even as I age. I have fine wavy hair and live in an area with a lot of humidity. Make it smooth and soft
Yes, I would recommend to a friend
3 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Good but not the best
2 years ago
Kiki
Philly
The large size has lasted me over half a year. Not the best conditioner I've tried. Worth finishing the bottle but I want to move onto something else.
2 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Would buy again
2 years ago
Barbara
Nampa, ID
Verified Buyer
I love this product. It hydrates my hair that is very dry. Perfect for people who are swimmers.
Yes, I would recommend to a friend
2 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Don't buy the large bottles!
2 years ago
Miss JNKS
Virginia
So I've purchased the regular size of this product approximately 3 times and it is my holy grail conditioner. As someone with very long hair down to my behind, this stuff makes my hair soft and hydrated. When I saw the large size on sale for only a few dollars more, I immediately purchased it. I am so disappointed!!! The consistency is way off. I even double checked my order and the bottle to make sure i got the Ultra hydrasource and not a different one. The one i received is the consistency of body lotion whereas the product from the regular bottles is thicker, like a body butter. Its an immediately noticeable difference. The caps on the bottles indicate a purposeful consistency change. The large bottle has a cap that you press down on one side and the other side lifts up and the product is dispensed in a sort of thin rectangular ribbon. The regular bottle top just has a large hole for dispensing. This makes sense because the product is thick. The product Ive used from the regular bottle would never be able to be squeezed through the type of cap on the large bottle. I honestly believe the product in the large bottle is thinned because they think most people would just replace the cap with a pump, which would require the product to be a thinner consistency in order to be dispensed. I still used the conditioner because i didnt have any other options at the time. My hair is still smooth but is absolutely not as hydrated. I am extremely disappointed in this and will only be purchasing the product in the regular size bottles unless they plan on making that product thinner as well.
23 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I won't buy it again.
2 years ago
Figo
Atlanta Ga
Verified Buyer
It didn't add any moisture to my hair. Still feels very dry and dull.
No, I would not recommend to a friend
5 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"HOLY GRAIL
2 years ago
Taylor
Sacramento, CA
This line is absolutely amazing! It makes my hair feel so good! I had dry hair that got tangled so easily, this conditioner is amazing and works great with the shampoo & leave in conditioner I would recommend to everyone 10/10
6 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I would buy this again
2 years ago
Sharon
Honolulu hi
Verified Buyer
Love love the way it makes my hair feel and smell
Yes, I would recommend to a friend
2 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I recommend this highly.
2 years ago
Carol
New York StAte
Verified Buyer
I have long, dry, silver hair and was looking for a shampoo and conditioner for dry hair. I love it!
Yes, I would recommend to a friend
6 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"The only conditioner I use
2 years ago
Amber
North Richland Hills, TX
Verified Buyer
The only conditioner that brings my dead ends back to life. After using this conditioner, I always follow up with the Biolage hair oil for extra silky-smooth ends. Works well for all hair types and even works well for a deep conditioning treatment. Highly recommend!
Yes, I would recommend to a friend
2 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Lifelong Fan
2 years ago
Christy
New Orleans
I have been using the regular and the Ultra Hydrating Shampoos and conditioner since the late 90s. This line is the best I have ever used on my wavy/frizzy/sometimes curly/persnickety/dry hair, and I have tried both pro and drugstore brands throughout it all but always come crawling back to Biolage. It is the only line that makes my hair feel soft and clean. Only once did I receive a bottle of ultra hydrating conditioner that was questionable in quality, and it was one I had ordered online for curbside pickup at my local Ulta during the height of the pandemic. It definitely was NOT the same product inside the bottle, that's for sure. It barely hydrated my hair and was runny like other people have stated, as if it were watered down. I guessed it was due to manufacturing issues during the time, so I never returned it. I have had the same issue with a few other items purchased at different Ulta's (non Biolage that I also didn't return), so maybe the watering down of products is more of an in-store internal issue than a manufacturing one.
Yes, I would recommend to a friend
5 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Biolage Conditioner
2 years ago
Jess
Winston Salem, NC
I love this shampoo and conditioner!! It smells great and has helped my hair from being so dry this winter.
3 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Best rinse out conditioner I have tried
2 years ago
Liv
Tennessee
Verified Buyer
I have damaged my hair with color and then color remover. I was looking for a product to help restore health to my hair. I have tried many conditioners. This one delivered. It makes my hair soft, but not heavy or greasy. My waves look more defined. It is a wonderful product
Yes, I would recommend to a friend
2 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Changed formula
2 years ago
Kat
Morgantown, WV
I used Biolage for 7 years now and never had an issue, except the last 2 orders I received. I thought it maybe was a fluke on my first order so I ordered again and it was the same consistency/texture as the first order. Both orders were runny as if it's watered down. It doesn't lather as it should (no suds no bubbles) my hair doesn't feel clean when I get out of the shower. My hair dries out quicker now too than it ever did before. Before it had a nice shine/non frizz healthy looking hair. Now I'm back to looking for something else to use.
2 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"My new FAV
2 years ago
Peggy
Tampa, FL
Verified Buyer
LOVE this conditioner, going to buy it again and try the shampoo!!
Yes, I would recommend to a friend
0 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Excellent for curly hair!!!!
2 years ago
Madeleine
St. Augustine
Verified Buyer
I love it! Im
Yes, I would recommend to a friend
2 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Feels greasy
2 years ago
NYC
Makes my hair feel greasy immediately after washing. I blow dry my hair and can see how greasy my hair looks. Don't know what the issue is, it's not my conditioner and i don't use any other hair products. I'm a simple girl and this simply isn't it.
No, I would not recommend to a friend
1 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I would buy this again and again
2 years ago
Florence
Florida
Verified Buyer
Absolutely love this product for dry curly hair
Yes, I would recommend to a friend
1 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"NOT A CONDITIONING BALM
2 years ago
Morgan
Fort Worth,Tx.
Verified Buyer
I have used Biolage since I was a child (I am now 34) My mother always used Biolage hydrating it's been my go to. I did not realize they now have the ultra hydrating. My hair hates it. I have long dark curly hair. It made my hair dry brittle straw
No, I would not recommend to a friend
6 2"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I will buy again
2 years ago
Cheryl
Elk Grove, CA
Verified Buyer
Switched from Hydra Source conditioner and I can feel the difference, not that Hydra Source wasn't very good. But my hair is very dry, course, and gets tangled at the nap of the neck. With Ultra, I can pretty much run a comb through my hair when wet without having to use any leave-in supplement.
Yes, I would recommend to a friend
1 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"One of my favorites
2 years ago
Angie
Orlando Florida
Verified Buyer
It has great slip both in and out of the shower. That means it conditions really well and makes the hair softer. I barely need a detangler. I always get this and another. It took me a long time to find the right one but I'm so glad I did.
Yes, I would recommend to a friend
0 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"HAIR LOSS!!
2 years ago
UltaBuyer
San Diego
DO NOT BUY. I BOUGHT THIS TWO MONTHS AGO BECAUSE ULTA HAD A SALE ON IT. I NOTICED HAIR LOSS THE FIRST TIME I USED IT AND STOPPED USING IMMEDIATELY AND RETURNED. TWO MONTHS LATER AND MY HAIR IS STILL FALLING OUT IN CHUNKS. I DONT KNOW WHAT TO DO. DONT BUY IT.
11 17"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"My go to
2 years ago
Grace
St. Louis
I use this with the matching shampoo and really think it helps keep my fine hair detangled. Nothing too fancy but it is a good product and worth the price.
1 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Sensitive scalp
2 years ago
Jay
Norwalk Ohio
Constant breakouts when I started using this product, dried my scalp and gave me constant headaches!!
4 2"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"A MUST BUY IF YOUR HAIR IS DYED
2 years ago
Steph 💕
Las Vegas, NV
EVER SINCE GOING BLONDE 5+ YEARS AGO OF COURSE MY HAIR DRIED OUT A LITTLE FROM THE BLEACH. I USED TO USE REGULAR PRODUCTS BUT MY HAIR ALWAYS FELT DRY AND TANGLED QUICKLY. I STILL USE REGULAR SHAMPOOS BUT USING BIOLAGE CONDITIONER HAS BEEN LIFE CHANGING!!!! I EVEN TRIED OTHER HIGH END CONDITIONERS AND THEY STILL FEEL SOMEWHAT DRYING AND DON'T LEAVE THE HAIR FEELING AS HYDRATED AFTERWARDS. WITH BIOLAGE BRUSHING MY HAIR AFTER SHOWERING IS SOOOOO EASY! THIS IS A PLUS FOR ME CAUSE MY HAIR IS WAIST LENGTH AND THERE IS LESS TANGLES THOUGHOUT THE DAY. AMAZING PRODUCT! IF YOU'RE GOING TO SPEND THE SAME AMOUNT OF MONEY ON HIGH END SHAMPOOS & CONDITIONER... THIS IS THE ONE TO BUY 👍🏼 RECOMMEND TO ALL
4 2"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Conditioner
2 years ago
Linda
Owen
Verified Buyer
Works well
Yes, I would recommend to a friend
0 3"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Love this product. It's second best to Redkin
2 years ago
Angila
Elba,al
Verified Buyer
Second best to redkin and great stuyf
Yes, I would recommend to a friend
0 4"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Moisturizing but too heavy for fine hair
2 years ago
Deb
California
I have highlighted, fine hair and wash my hair a few times per week. I found this conditioner (and shampoo) too heavy for my hair. After using the shampoo and conditioner I felt like my hair had a lot of buildup and product. I prefer the Biolage Color Last shampoo and conditioner.
4 2"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Not like it used to be
2 years ago
Ohio
Verified Buyer
I've used this for 20 years and now I can't even use it one day without it messing up my hair. Formula has changed and the quality isn't there anymore
No, I would not recommend to a friend
12 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Would buy this product again
2 years ago
Barbara
Nampa, IDq
Verified Buyer
Get hair wet, use after shampooing hair. Leave on for about 5 to 6 min. Rise thoroughly.
Yes, I would recommend to a friend
1 3"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"I love this shampoo
2 years ago
Judy
Muncie Ind
Verified Buyer
Very good shampoo
Yes, I would recommend to a friend
0 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"It's Matrix....
2 years ago
Tammy
zelienople Pa
Nice and thick
0 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Disappointed!
2 years ago
Jess
Buffalo
I have naturally curly hair that does get straightened often. Not to toot my own horn but I've been pretty lucky and always had really nice hair, But I was looking for something hydrating but with a mild scent. I tried the travel size first and fell in love I was so excited I actually liked it. Went all in and purchased the jumbo size shampoo and conditioner. After a week of use, my hair was so dry and stiff I couldn't even get a brush through it without using a detangler spray first. My hair is dry, frizzy, and feels like a really cheap Halloween wig. I started to notice breakage as well. I really wanted to love this but it was a huge let down for me. Worst my hair has ever been. Everyone has a different experience but I am utterly disappointed and I am desperate to get my hair healthy again.
No, I would not recommend to a friend
9 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Definitely purchasing again
2 years ago
Olivia
Madison wi
Verified Buyer
Very good for dry hair
Yes, I would recommend to a friend
0 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Smells Bad
2 years ago
Krystina
Fort Worth, TX
Verified Buyer
I have only used this twice. I would not buy it again and may return it because it has a VERY STRONG chemical smell. Its not fragrant at all.
No, I would not recommend to a friend
2 1"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Ehhh
2 years ago
Rena
Atlanta GA
I got this for a deal that Ulta was doing and honestly it doesn't impress me. I'm starting to see a lot of hair fall out and every time I wash my hair with the shampoo and conditioner my hair gets stiff and tangly. I would get an itchy dry scalp so I had to get another product to help with that. the smell is strong but the good thing that it does help with color haired. I've used it with my blue hair, brown and blonde.
3 2"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"LOVE IT
2 years ago
MICHELLE
FL
Verified Buyer
Best Shampoo and conditioner for curly or wavy hair. Leaves in silky and manageable.
Yes, I would recommend to a friend
0 0"
https://www.ulta.com/p/ultra-hydra-source-conditioner-xlsImpprod10141018?sku=2273900,"Love this- wish cruelty free
2 years ago
Merida
DC
I used Biolage for years! I love this one in particular. It's amazing. I stopped using it because I found out they still test on animals. I made a pact I would go cruelty free in 2022. Otherwise I would use this over and over again! It is really good.
11 2"
